EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Kahve Dünyası Atölye-Çikolata Kursu
","Gerçek bir çikolatasever, çikolata yapmayı da sever.Kahve Dünyası’nın lezzet ustalığı konusunda kendini kanıtlamış nefis çikolatalarının siz de nasıl yapıldığını merak ediyor ve öğrenmek istiyorsanız bu atölye tam size göre! Atölye’de çikolata ile kahvenin muhteş birlikteliği kahveli spesiyal çikolata, sadeliğiyle asaletini kanıtlayan lezzet klasiği trüf, birbirinden lezzetli içeriklerle hazırlanan tablet çikolata, içi sürprizlerle dolu çikocaracrunch ve içmeye doyamayacağınız sıcak çikolata yapmanın keyfini yaşayacaksınız. Üstelik kendi özel yorumunuzla zenginleştirdiğiniz birbirinden lezzetli el yapımı çikolatalarınızı, özel kutularıyla sevdiklerinize de hediye edebileceksiniz.Keyifli vakit geçirmeniz ve afiyetle tüketmeniz dileğiyle…."," 27 Mayıs 2018, Pazar - 13:00",,Hobbies," Veliefendi Fabrika Kahve Dünyası , İstanbul"
"
Masterpiece Ankara Resim - Afrikalılar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Ankara Tunalı Hilmi’deyiz. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Masterpiece Galata Resim - Afrikalılar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Beyoğlu Galata'dayız. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Galata, İstanbul"
"
Masterpiece Galata Heykel - Suratlar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak.Beyoğlu Galata'dayız. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız  gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Galata Heykel , İstanbul"
"
Masterpiece Ankara Heykel - Suratlar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak. Ankara Tunalı Hilmi’deyiz. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Masterpiece Kocaeli Heykel - Suratlar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece İzmit'in, Burda 41 AVM'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Kocaeli, Kocaeli"
"
Masterpiece Bursa Heykel - Suratlar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece Bursa'nın, Nilüfer'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak."""," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Masterpiece Bursa , Bursa"
"
Canım Kardeşim Müzikali 2
","Etkinlikte sınırlı sayıda ""1 Alana 1 Bedava"" kampanyası vardır. Tükenmeden alın!Canım Kardeşim Müzikali 2, çocukların gönlünde taht kurmaya devam ediyor.""Eğlenceye doyamayacağınız bu yeni çocuk müzikalinde salonları dolduran çocuklar dans edip şarkılara eşlik edecekler. Galip bey ve eşi lale hanım kızları Mine ve Müge'nin eğlenmek güzel zaman geçirmek için sadece bilgisayara mahkum olduklarını görünce çok üzülürler. Kendi çocukluk yıllarına geri dönü Mine, Müge ve Mıncır  için geçmişten günümüze kadar gelen Barış Manço gibi unutulmaz sanatçıları taklit ederek anlatırlar. Mine ve Müge geçmişe giderler.Unutulmaz değerlerimizi bugünün çocuklarına bir kez daha sunmaktan Canım Kardeşim ailesi olarak gurur duyuyoruz. Geçmiş de iz bırakan değerlerimizin sanatlarını günümüz çocuklarına bu çok heyecanlı, kıır kıır müzikal ile sunuyoruz. Bu müzikalde harika şarkılar ile neşeli dakikalar küçük büyük Canım Kardeşim seyircilerini bekliyor. ""Yazan: Murat KürüzYönetmen: Murat Ergür.Müzik: Kenan YılmazYapım&Supervisor;:Cengiz Şahin"," 27 Mayıs 2018, Pazar - 13:00",,Arts," İzmir AKM Yunus E., İzmir"
"
Cookie
","Birbirinden lezzetli cookie'ler Eataly mutfağında pişiyor.""Kurabiye anlayışımızı tadına vardığımız ilk günden değiştiren kendisi küçük ama lezzeti büyük cookie’yi, vazgeçilmezimiz olan sıcacık çaylar eşliğinde unutulmaz bir şekilde denimleyin. Cookie workshop’u için sizleri Eatal Mutfak Atölyesi’ne bekliyoruz.""Portokallı kakaolu cookiesChocolate chip cookieVişneli fındıklı cookieAromalı çayla13:00 – 16:00"," 27 Mayıs 2018, Pazar - 13:00",,Family & Education," Eataly Mutfak Atölyesi, İstanbul"
"
Kuşbaz Müzikali
","1001 Sanat'ta sahnelenecek Kuşbaz oyunu sizlerle buluşmaya hazırlanıyor.""Hiç uçmak istediniz mi?Herkesin hayalidir uçmak. Gökyüzünde kanatlar ile yada kanatsız süzülmek.Peki siz uçabiliyor musunuz? Kuş musunuz? yoksa insan mı? Uçmak için kanat gerekli mi? Yada Kuş olmak?Bunların hepsini gelin eğlenerek, gülerek, bazen hüzünlenerek berabeulalım.Özgürlüğün gökyüzünde değil, insanın içinde olduğunu öğrenelim.Nerede mi? Tabi ki de Kuş cennetinde. Her türden kuşların var olduğu bir serüvende bir yolculuğa çıkalım.Bir Krallık düşünün, içinde Baykuşların, Papağanların ve kendini Baykuş sanan bıldırcınların olduğu.  Eğlencenin, Aksiyonun ve olmazsa olmaz sakarlıkların bol olduğu bir Krallık. Eğlenceli dünyaları artık eskisi kadar eğlenceli olmayacaktır artık.Neden mi?Kuşbaz: Eski zamanlarda kuş avcılarına verilen isim. Kuşbazlar yakaladıkları kuşları pazarlarda satarak geçimini sağlarlar.Bir meslek düşünün, görevi kuş avlamak olan bir meslek. İşte Krallığımıza gelen insanın mesleği de bu. Bakalım Kuşlarımız, bu durumla nasıl başa çıkacak. Neler yaşanacak. Merak ediyor musunuz? Gelin bunun cevabını hep berabeulalım. Ve eğlenceye hazır olun.""Not: Özgürlüğün yaşayan herkese armağan olduğu şu yaşamda. Kimsenin özgürlüğünü alamazsın elinden, bu hayvan dahi olsa bile.Oyuncula: Esra Tuncer, Selin Selçuk, Görkem Saygı, Rasim İşeri, Yusuf Yücetaş Müzik: Atölye Tayfası-Alim DedeiDeko: Ali Nadir Birim-Coşkun GültekinKostüm: Beyza BirgenAfiş Tasarım: Serkan ŞakiYazan-Yöneten: Eyü TürkanSanat Yönetmeni: Kerem Yılmaz Tür:Çocuk OyunuSüre:45 dk "," 27 Mayıs 2018, Pazar - 13:00",,Music," 1001 Sanat, İstanbul"
"
Zaman Makinesi 2 - Albert Einstein
","Fenerbahçe Düşyeri Sahne mekanında gerçekleşecek Aile Tiyatrosu etkinliği olan Zaman Makinesi 2 - Albert Einstein etkinliğini kaçırmayın, Zaman Makinesi 2 - Albert Einstein biletini tükenmeden satın alın."," 27 Mayıs 2018, Pazar - 13:00",,Arts," Fenerbahçe Düşyeri Sahne, İstanbul"
"
Mini Filozofi / Seda Acar ile Çocuklar için Felsefe Atölyesi
","Mini FilozofiSeda Acar ile Çocuklar için Felsefe Atölyesi, Zorlu PSM - Atölye'de gerçekleşecek.GEO Koleji’nin katkılarıylaMini FilozofiSeda Acar ile Çocuklar için Felsefe AtölyesiÇocuğuz, o halde düşünüyoruz!Çocuklarla eğlenceli, güvenli ve demokratik bir ortamda; mutluluk, özgürlük, adalet, sevgi, cesaret gibi birçok kavramı sorguluyoruz.Bu metodla;- Sorunlar karşısında farklı bakış açıları bulabilmeleri,- Düşünce alışanlıkları geliştirmeleri,- Akıl yürütmeleri,- Farklı görüşlere saygı duyarak dinleyebilmeleri,- Kendi görüşlerini ifade etme cesaretini gösterebilmeleri,- Konsantrasyon ve empati kurma yeteneklerini geliştirmeleri,- Her fikri kucaklayarak, hepsinin değerli olduğu bilincini vermeyi hedefliyoruz. Ocak ayından itibaren her Pazar saat 14.00’te bir araya gelerek her hafta 4 ayrı kavramı soruşturacağız.Atölye, 9 – 12 yaş arası çocuklar içindir.* Kontenjan 15 kişi ile sınırlıdır. * Katılımın beklenenin altında olması durumunda etkinlik iptal edilebilir. * Atölyelere tekli ya da aylık bilet alınabilir.  Seda AcaYeditepe Üniversitesi Felsefe Bölümü'nden mezun oldu. Müziğe ve festivallere karşı duyduğu sevgiyle uzun yıllar farklı sektörlerde Etkinlik Yöneticisi olarak çalıştı. Ancak günün birinde felsefeye geri döneceğini içten içe biliyordu. 2014 yılında oğlu Ali'nin dünyaya gelmesiyle çalışma hayatına ara verdi. Çocukluk, annelik, doğa, insan, varoluş üzerine kendi deneyimlerini sorgularken P4C (Çocuklar için Felsefe) ile tanıştı. Boğaziçi Üniversitesi Yaşam Boyu Eğitim Merkezi'nde eğitimini tamamladı. Uzman Eğitmen sertifikasıyla Mini Filozofi'yi kurdu. Çocuklarla her konuda felsefe yapmayı, tartışmayı, onların cesur ve özgür fikirlerine şaşırmayı çok seviyor."," 27 Mayıs 2018, Pazar - 13:30",,Hobbies," Zorlu PSM - Atölye, İstanbul"
"
Martı Gözünden İstanbul'u Geziyorum
","Martı Gözünden İstanbul'u Geziyorum, Borusan Contemporary'de!Yeni serginin bulunduğu katlar, kısa süren ve sorgulamaya dayalı bir anlayışla gezilir. Müzenin 7. katından ve terastan İstanbul kuş bakışı izlenir. Yapılacak taslaklardan yola çıkılarak asetata ve akriliklerin kullanılacağı keyifli bir iki boyutlu çalımadır."," 27 Mayıs 2018, Pazar - 14:00",,Hobbies," Borusan Contemporary, İstanbul"
"
Mavi Orman
","Mavi Orman - Blue Forest atölyesi şimdi ArtimProjects de... ""Bu atölyede Mavi Orman - Blue Forest adlı eseri tuvale aktaracaksınız. Daha önce hiç resim yapmamış hatta fırça bile tutmamış olabilirsiniz. Bu ilk deneyimin keyfini ArtimProject ile çıkarın.Ayrıca atölyede ki etkinlik süresi boyunca deneyebileceğiniz farklı tatlar sizleri bekliyor olacak.""- Etkinlik 3 saat sürecektir. - 35x50 cm boyutunda tuvallere workshop katılımcılarının seçtiği art nouveau görselleri aktarılacaktır.- Atölye sonunda yaptığınız çalışmaları ister sevdiklerinize hediye edebilir, isterseniz kendiniz duvarınıza asabilirsiniz. - Kullanacağınız tüm malzemeler Artimprojects tarafından temin edilecektir."," 27 Mayıs 2018, Pazar - 14:30",,Hobbies," Artimprojects, İzmir"
"
Frida
","Frida’nın hayatı ve eserleri hakkında bilgi edinebileceğiniz bir workshop sizleri bekliyor.""Frida’nın hayatı ve eserleri hakkında bilgi edinip, portresini tuval üzerine uygulayacağız.""*Resim yapmayla iç içe birkaç saat geçirip aynı zamanda sosyalleşebileceğiniz tek günlük bir etkinliktir.*Daha önce hiç resim yapmamış hatta fırça bile tutmamış olabilirsiniz. Gelin bu ilk deneyimin keyfini hep birlikte çıkaralım.*3 saat sonunda kendi yaptığınız tabloları isterseniz duvarınıza asabilir isterseniz sevdiklerinize hediye edebilirsiniz. *Kullanacağınız tüm malzemeler Artimprojects tarafından temin edilecektir."," 27 Mayıs 2018, Pazar - 14:30",,Hobbies," Artimprojects, İzmir"
"
Rengarenk - Colorful
","Rengarenk - Colorful atölyesi şimdi ArtimProjects de...""Bu atölyede Rengarenk - Colorful adlı eseri tuvale aktaracaksınız. Daha önce hiç resim yapmamış hatta fırça bile tutmamış olabilirsiniz. Gelin bu ilk deneyimin keyfini hep birlikte çıkaralım.Ayrıca atölyede ki etkinlik süresi boyunca deneyebileceğiniz farklı tatlar sizleri bekliyor olacak."" - Etkinlik 3 saat sürecektir. - 35x50 cm boyutunda tuvallere workshop katılımcılarının seçtiği art nouveau görselleri aktarılacaktır. - Atölye sonunda yaptığınız çalışmaları ister sevdiklerinize hediye edebilir, isterseniz kendiniz duvarınıza asabilirsiniz. - Kullanacağınız tüm malzemeler Artimprojects tarafından temin edilecektir."," 27 Mayıs 2018, Pazar - 14:30",,Hobbies," Artimprojects, İzmir"
"
Popart
","Pop Art Atölyesi, Artim Projects'de sizlerle....""Farklı pop art ikonlarını tuvale aktarıyoruz. Daha önce resim yapmamış olsanızda, hem boyama teknikleri öğrenecek, hem de bu sanat hakkında bilgi edineceksiniz.""*Etkinlik 3 saat sürecektir. *40×60 cm boyutunda tuvallere workshop katılımcılarının seçtiği pop art ikonlarının görselleri aktarılacaktır. *Atölye sonunda yaptığınız çalışmaları ister sevdiklerinize hediye edebilir, isterseniz kendiniz duvarınıza asabilirsiniz."," 27 Mayıs 2018, Pazar - 14:30",,Hobbies," Artimprojects, İzmir"
"
YavaşFest Ankara - 2. Gün
","YavaşFest Ankara,birbirinden önemli isimleri sizlerle buluşturuyor.Ankara’da birbirinden önemli isimlerle yepyeni bir festival başlıyor.Tamamı akustik performanslardan oluşacak olan ve sürpriz düetlere imza atılacak bu festivalde yerinizi ayırtın.1.Gün Programı26 Mayıs CumartesiTeomanBülent OrtaçgilBirsen TezeErkan Oğur & İsmail H. DemircioğluSena Şene2.Gün Programı27 Mayıs PazaHalil SezaiCem AdrianCeylan ErtemReddAhmet AslanTuna Kiremitçi"," 27 Mayıs 2018, Pazar - 15:00",,Music," ODTÜ Vişnelik, Ankara"
